,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Latitudine,Longitudine,Zona,Pret
8168,2,52,59,63,decomand,1,Etaj 4 / 10,1,1,1978,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),44.4451331,26.1274504,Obor,83.900 
8169,2,60,NaN,NaN,semidecomand,1,Demisol / 1,NaN,NaN,NaN,NaN,casa/vila,P+1E,NaN,NaN,NaN,44.466824,26.0697544,Domenii,98.000 
8170,4,88,NaN,95,decomand,1,Etaj 3 / 4,NaN,2,1987,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.4837925,26.1007752,Aviaţiei,169.000 
8171,3,65,NaN,NaN,semidecomand,1,Parter / 2,1,1,1931,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,44.4362182,26.1117795,Rosetti,110.000 
8172,4,"99,9 ",116.5,"137,7 ",semidecomand,lux,Etaj 5 / 5,1,2,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4430543,26.1253978,Pache Protopopescu,215.000 
8173,2,54,NaN,54,decomand,1,Etaj 1 / 11,1,1,2020,beton,bloc de apartamente,P+11E,NaN,NaN,1,44.4297,26.04053,Drumul Taberei,75.999 
8174,4,NaN,98.38,"118,82 ",NaN,1,Etaj 1,1,2,2020,beton,bloc de apartamente,NaN,NaN,NaN,NaN,44.4122994,26.1286302,Mihai Bravu,145.000 
8175,3,82,NaN,95,decomand,NaN,Parter / 2,1,2,2009,NaN,bloc de apartamente,P+2E,NaN,NaN,1,44.5004664,26.0526883,Băneasa,163.000 
8176,4,92,NaN,96,decomand,1,Etaj 8 / 8,1,2,1991,NaN,bloc de apartamente,P+8E,NaN,1,2,44.4196607,26.1058147,Nerva Traian,167.999 
8177,6,236,NaN,341,semidecomand,lux,Etaj 4 / 4,1,4,2008,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4830235,26.0936964,Herăstrău,518.000 
8178,1,39,39,40,semidecomand,1,Parter / 10,1,1,1973,beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),44.4217425,26.0218142,Drumul Taberei,46.000 
8179,4,100,NaN,120,decomand,1,Etaj 3 / 9,1,2,1991,beton,bloc de apartamente,P+9E,NaN,NaN,2,44.4316972,26.1364529,P-ţa Muncii,189.000 
8180,4,85,NaN,85,semidecomand,1,Etaj 7 / 8,1,2,1984,beton,bloc de apartamente,P+8E,NaN,NaN,2,44.45297,26.04613,Crângaşi,125.000 
8181,4,90,NaN,96,decomand,1,Etaj 6 / 8,1,2,1982,altele,bloc de apartamente,P+8E,NaN,NaN,1,44.43949,26.11561,Moşilor,148.000 
8182,3,85,NaN,115,semidecomand,1,Etaj 3 / 5,1,2,2019,NaN,bloc de apartamente,P+5E,1,1,NaN,44.4748897,26.0877316,Herăstrău,230.000 
8183,3,73,NaN,94,decomand,lux,Etaj 4 / 11,NaN,2,2018,NaN,bloc de apartamente,P+11E,NaN,1,3,44.4331201,25.9982325,Păcii,135.000 
8184,3,111,NaN,140,decomand,lux,Etaj 3 / 7,1,2,2021,beton,bloc de apartamente,P+7E,1,NaN,2,44.4235144,26.0829466,13 Septembrie,279.000 
8185,2,38,NaN,40,semidecomand,2,Etaj 2 / 4,1,1,1977,altele,bloc de apartamente,P+4E,NaN,NaN,NaN,44.38213,26.10946,Brâncoveanu,49.500 
8186,2,"43,6 ",43.6,53,semidecomand,1,Etaj 1 / 6,1,1,2019,beton,bloc de apartamente,S+P+6E,NaN,NaN,1,44.3734281,26.1301737,Apărătorii Patriei,40.100 
8187,2,47,47,59,decomand,1,Etaj 2 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3788851,26.1436406,Apărătorii Patriei,55.650 
8188,3,"79,31 ",NaN,"84,53 ",semidecomand,1,Etaj 5 / 6,1,2,2011,beton,bloc de apartamente,P+6E,NaN,NaN,2,44.41659,26.11507,Timpuri Noi,150.000 
8189,3,60,NaN,63,decomand,2,Etaj 8 / 8,1,1,1977,altele,bloc de apartamente,P+8E,NaN,NaN,1,44.41316,26.1606,Titan,84.000 
8190,2,50,55,NaN,semidecomand,1,Etaj 4,1,1,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,1,44.3924246,26.1079257,Brâncoveanu,79.500 
8191,1,38,38,45,semidecomand,1,Etaj 10 / 11,1,1,2020,beton,bloc de apartamente,P+11E,NaN,NaN,1,44.4130326,26.1955744,Theodor Pallady,49.900 
8192,3,67,NaN,NaN,decomand,1,Etaj 5 / 10,NaN,2,Între 1977 şi 1990,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4600604,26.1131535,Parcul Circului,119.000 
8193,3,126,NaN,170,decomand,lux,Etaj 2 / 4,1,2,2008,NaN,bloc de apartamente,P+4E,1,2,NaN,44.5161811,26.1379564,Pipera,238.000 
8194,3,106,NaN,124,decomand,1,Etaj 4 / 6,1,2,2007,NaN,bloc de apartamente,P+6E,NaN,1,NaN,44.480338,26.0895013,Nordului,255.000 
8195,3,94,NaN,110,decomand,1,Etaj 9 / 10,1,2,2012,altele,bloc de apartamente,P+10E,NaN,NaN,1,44.4197564,26.066606,Sebastian,128.000 
8196,2,64,NaN,76,decomand,1,Etaj 1 / 3,1,1,2020,altele,bloc de apartamente,P+3E,NaN,NaN,1,44.4038687,26.0217683,Prelungirea Ghencea,60.000 
8197,2,54,NaN,57,decomand,1,Etaj 1 / 10,1,1,1970,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4187689,26.1383607,Dristor,83.000 
8198,1,36,NaN,42,decomand,1,Etaj 2 / 7,1,1,2020,altele,bloc de apartamente,P+7E,NaN,NaN,1,44.412423,26.2024555,Theodor Pallady,40.000 
8199,2,60,NaN,60,decomand,1,Etaj 1 / 8,1,1,1980,altele,bloc de apartamente,P+8E,NaN,NaN,NaN,44.41766,26.14625,Dristor,88.000 
8200,3,68,70,NaN,decomand,1,Etaj 3 / 8,1,2,1987,NaN,bloc de apartamente,P+8E,NaN,NaN,1,44.41399,26.0718475,Sebastian,84.500 
8201,2,"48,8 ",NaN,"58,2 ",decomand,1,Etaj 8 / 10,1,2,2019,beton,bloc de apartamente,D+P+10E,NaN,NaN,NaN,44.4776652,26.1085456,Barbu Văcărescu,95.000 
8202,2,54,NaN,54,semidecomand,1,Etaj 10 / 10,1,1,1975,altele,bloc de apartamente,P+10E,NaN,NaN,1,44.431324,26.1381181,Vatra Luminoasă,86.000 
8203,3,135,NaN,152,decomand,lux,Etaj 2 / 5,1,2,2003,altele,bloc de apartamente,P+5E,NaN,2,4,44.48372,26.0894,Herăstrău,349.000 
8204,4,154,NaN,177,decomand,lux,Etaj 1 / 4,1,3,2008,beton,bloc de apartamente,P+4E,1,2,NaN,44.4263459,26.0995894,Băneasa,424.000 
8205,2,70,NaN,87,NaN,NaN,Etaj 7 / 10,NaN,NaN,2018,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4815098,26.0923726,Herăstrău,170.000 
8206,3,130,NaN,155,semidecomand,1,Etaj 1 / 4,NaN,2,2008,beton,bloc de apartamente,P+4E,NaN,NaN,3,44.5102109,26.0183008,Bucureştii Noi,145.000 
8207,2,50,50,62,semidecomand,1,Etaj 3 / 3,1,1,2012,beton,bloc de apartamente,D+P+3E,NaN,NaN,1,44.474548,26.0489442,1 Mai,72.000 
8208,5,"177,51 ",177.51,213,decomand,lux,Etaj 5 / 5,1,4,2016,beton,bloc de apartamente,D+P+5E+M,1,1,NaN,44.4127152,26.1266033,Mihai Bravu,315.000 
8209,1,32,NaN,38,semidecomand,1,Etaj 2 / 10,NaN,1,1980,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4445946,26.1614743,Pantelimon,43.500 
8210,2,48,NaN,59,semidecomand,lux,Etaj 6 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,NaN,44.426758,26.1069488,Nerva Traian,180.000 
8211,2,68,NaN,NaN,decomand,lux,Etaj 2 / 4,NaN,NaN,NaN,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.5155187,26.1041137,Iancu Nicolae,148.000 
8212,4,115,125,145,decomand,lux,Etaj 2 / 4,1,2,2020,beton,bloc de apartamente,S+P+4E,1,1,4,44.4331778,26.1311562,Calea Călăraşilor,225.000 
8213,2,"37,15 ",NaN,46,decomand,NaN,Mansarda,NaN,1,1938,NaN,casa/vila,NaN,NaN,NaN,NaN,44.4291237,26.1212657,Matei Voievod,42.500 
8214,1,31,31,35,semidecomand,1,Etaj 9 / 10,1,1,1980,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4180132,26.040076,Drumul Taberei,39.500 
8215,3,76,NaN,91,decomand,1,Etaj 8 / 8,1,2,2013,NaN,bloc de apartamente,P+8E,NaN,NaN,1,44.4379116,25.981973,Militari,99.990 
8216,3,68,68,75,decomand,1,Etaj 10 / 10,1,1,1978,beton,bloc de apartamente,P+10E,NaN,NaN,2,44.4129491,26.1130102,Tineretului,98.000 
8217,3,85,NaN,100,decomand,1,Etaj 7 / 8,1,1,2010,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4321643,26.0056166,Militari,123.000 
8218,2,53,NaN,NaN,decomand,1,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,44.3761723,26.1205389,Metalurgiei,59.400 
8219,2,51,NaN,56,decomand,1,Etaj 3 / 5,1,1,2016,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4483976,26.1082761,Ştefan cel Mare,110.990 
8220,3,97,NaN,110,decomand,1,Etaj 1 / 3,1,2,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,44.39178,26.0998402,Brâncoveanu,136.000 
8221,3,130,NaN,200,semidecomand,1,Etaj 1 / 1,NaN,2,1940,beton,casa/vila,P+1E+M,NaN,1,1,44.46577,26.09075,Primăverii,550.000 
8222,2,63,63,78,decomand,1,Etaj 3,1,1,2020,beton,bloc de apartamente,NaN,NaN,NaN,1,44.380115,26.159313,NaN,50.350 
8223,5,140,NaN,168,decomand,1,Etaj 4 / 5,2,1,1936,NaN,bloc de apartamente,P+5E,NaN,NaN,1,44.4427091,26.088064,Calea Victoriei,170.000 
8224,3,68,NaN,82,semidecomand,1,Etaj 3 / 8,NaN,1,1972,NaN,bloc de apartamente,P+8E,NaN,NaN,1,44.4524312,26.0896989,Ştefan cel Mare,139.000 
8225,2,83,NaN,100,decomand,1,Etaj 5 / 14,1,2,2010,NaN,bloc de apartamente,P+14E,NaN,1,1,44.4657996,26.0750115,Arcul de Triumf,249.000 
8226,2,73,NaN,NaN,decomand,lux,Etaj 3 / 10,NaN,NaN,NaN,NaN,NaN,P+10E,NaN,NaN,NaN,44.3932503,26.0047985,Prelungirea Ghencea,64.900 
8227,2,33,NaN,40,semidecomand,1,Etaj 7 / 7,NaN,1,2020,caramida,bloc de apartamente,P+7E,NaN,NaN,NaN,44.4363786,25.986222,Militari,32.500 
8228,2,46,54,67,decomand,1,Etaj 2 / 3,1,1,2019,beton,bloc de apartamente,D+P+3E+M,NaN,NaN,1,44.4830335,26.0420555,Jiului,79.000 
8229,2,64,NaN,82,decomand,lux,Etaj 8 / 11,1,1,2008,altele,bloc de apartamente,P+11E,NaN,1,2,44.45345,26.10783,Ştefan cel Mare,185.000 
8230,2,NaN,52,NaN,decomand,1,Etaj 6 / 10,1,1,1972,beton,bloc de apartamente,P+10E,NaN,1 - Inclus în preț,1 (închise),44.3756697,26.1157195,Berceni,61.000 
8231,3,64,NaN,68,semidecomand,1,Etaj 4 / 8,1,2,1986,altele,bloc de apartamente,P+8E,NaN,1,1,44.4649193,26.1455504,Colentina,84.900 
8232,2,"52,81 ",52.81,63,decomand,1,Etaj 4 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4015097,26.0524383,Antiaeriană,55.000 
8233,3,67,NaN,80,decomand,lux,Etaj 6 / 11,NaN,2,2019,NaN,bloc de apartamente,P+11E,NaN,NaN,NaN,44.4882082,26.1285421,Pipera,154.990 
8234,2,50,NaN,60,semidecomand,1,Etaj 6 / 8,NaN,1,1984,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.44105,26.11758,Moşilor,75.000 
8235,2,56,NaN,64,semidecomand,1,Etaj 3 / 8,1,1,1979,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4478,26.1233,Moşilor,79.900 
8236,2,53,53,60,decomand,1,Etaj 1 / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,1,1,44.3801947,26.017384,Haliu,40.000 
8237,2,56,NaN,64,semidecomand,1,Etaj 3 / 8,1,1,1979,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4478,26.1233,Moşilor,79.900 
8238,2,53,53,60,decomand,1,Etaj 1 / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,1,1,44.3801947,26.017384,Haliu,40.000 
8239,2,"56,87 ",NaN,"62,3 ",decomand,1,Etaj 6 / 7,1,1,2020,beton,bloc de apartamente,D+P+7E,NaN,NaN,1,44.4043243,26.1300602,Mihai Bravu,81.243 
8240,4,135,NaN,145,decomand,lux,Etaj 2,1,2,2004,NaN,bloc de apartamente,NaN,NaN,2,4,44.4853627,26.0948014,Şoseaua Nordului,349.900 
8241,3,126,140,170,decomand,lux,Etaj 2 / 4,1,2,2008,beton,bloc de apartamente,P+4E,NaN,2,1,44.5138563,26.1334614,Nord,238.000 
8242,3,88,NaN,NaN,decomand,1,Etaj 8 / 10,NaN,1,Între 1941 şi 1977,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.415051,26.180117,1 Decembrie 1918,89.000 
8243,2,60,NaN,75,semidecomand,1,Etaj 2 / 6,1,1,2019,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4343008,25.9963559,Militari,71.500 
8244,2,60,NaN,78,decomand,lux,Etaj 6 / 11,1,1,2018,NaN,bloc de apartamente,P+11E,NaN,NaN,1,44.4108059,26.1798269,Titan,85.000 
8245,2,54,NaN,60,decomand,1,Etaj 5 / 7,1,1,1965,altele,bloc de apartamente,P+7E,NaN,NaN,NaN,44.38738,26.09216,Giurgiului,59.500 
8246,2,42,42,52,decomand,1,Etaj 10 / 10,1,1,1980,caramida,bloc de apartamente,P+10E,NaN,1,1,44.434403,26.0258377,Veteranilor,47.000 
8247,3,110,NaN,123,semidecomand,1,Parter / 4,1,2,2004,beton,bloc de apartamente,P+4E,NaN,2,NaN,44.4647098,26.103515,Floreasca,244.999 
8248,2,45,NaN,NaN,decomand,1,Etaj 2 / 5,1,1,Între 1977 şi 1990,beton,bloc de apartamente,P+5E,NaN,1,NaN,44.4091033,26.1433464,Vitan,57.000 
8249,3,70,NaN,76,decomand,1,Etaj 8 / 8,NaN,2,1983,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4595935,26.0628124,Turda,105.000 
8250,2,45,NaN,55,semidecomand,lux,Etaj 6 / 7,1,1,2018,NaN,bloc de apartamente,D+P+7E+M,NaN,1 - Inclus în preț,1,44.4441537,25.9827293,Militari,36.000 
8251,2,49,NaN,55,decomand,1,Etaj 1 / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.4419138,25.9859884,Militari,44.300 
8252,2,54,NaN,54,decomand,1,Parter / 10,NaN,1,1970,caramida,bloc de apartamente,P+10E,NaN,NaN,1,44.4272761,26.0438849,Drumul Taberei,62.900 
8253,2,59,NaN,71,decomand,1,Etaj 1 / 4,1,1,2020,altele,bloc de apartamente,P+4E,NaN,NaN,1,44.3720791,26.1427444,Apărătorii Patriei,66.000 
8254,2,54,NaN,58,decomand,1,Etaj 7 / 10,1,1,1976,beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),44.4561503,26.1370401,Colentina,56.900 
8255,1,42,NaN,42,decomand,1,Etaj 7 / 8,1,1,1988,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.412731,26.0635759,13 Septembrie,49.000 
8256,3,77,77,90,semidecomand,1,Etaj 5 / 5,1,2,2016,NaN,bloc de apartamente,P+5E,NaN,NaN,1,44.4947291,26.0806624,Băneasa,127.000 
8257,2,50,NaN,NaN,semidecomand,1,Etaj 4 / 8,NaN,NaN,Între 1941 şi 1977,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,44.392318,26.0945615,Giurgiului,58.000 
8258,2,38,NaN,45,semidecomand,2,Etaj 2 / 4,1,1,1977,NaN,bloc de apartamente,P+4E,NaN,NaN,1,44.3825706,26.0988707,Berceni,49.500 
8259,2,64,64,82,decomand,lux,Parter / 3,1,1,2020,beton,bloc de apartamente,S+P+3E,1,1,NaN,44.5091114,26.1384062,Pipera,95.500 
8260,1,37,NaN,37,decomand,1,Parter / 8,1,1,1999,beton,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4183839,26.1154716,Nerva Traian,58.700 
8261,2,55,55,65,semidecomand,1,Etaj 1 / 8,1,1,1962,beton,bloc de apartamente,S+P+8E,NaN,NaN,1 (închise),44.4573237,26.0496341,Giuleşti,59.900 
8262,4,90,NaN,105,decomand,lux,Etaj 8 / 8,1,2,1986,NaN,bloc de apartamente,P+8E,NaN,NaN,2,44.406885,26.0645012,Rahova,90.000 
8263,3,74,NaN,74,semidecomand,1,Etaj 7 / 10,1,1,1979,altele,bloc de apartamente,P+10E,NaN,NaN,1,44.43778,26.17305,Pantelimon,89.000 
8264,1,37,NaN,41,decomand,lux,Parter / 8,1,1,1997,beton,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4118134,26.1310664,Vitan Mall,58.500 
8265,2,66,66,76,decomand,1,Etaj 2 / 5,1,1,2021 (in constructie),NaN,bloc de apartamente,P+5E,NaN,1,1,44.3633777,26.1510718,Berceni,57.900 
8266,4,106,NaN,140,NaN,NaN,Etaj 3 / 3,NaN,NaN,2020,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,44.3945172,26.1001643,Pipera,230.000 
8267,3,76,76,90,decomand,1,Etaj 9 / 10,1,1,1977,beton,bloc de apartamente,D+P+10E,NaN,NaN,2 (închise),44.4423753,26.1427314,Iancului,86.000 
8268,2,58,58,70,semidecomand,1,Etaj 1 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.4138018,26.1419417,Dristor,91.000 
8269,2,50,50,60,decomand,1,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,1,1,44.3609757,26.1551681,Berceni,52.900 
8270,4,86,86,90,semidecomand,1,Etaj 3 / 8,1,2,1986,NaN,bloc de apartamente,P+8E,NaN,NaN,2,44.414764,26.1410424,Dristor,128.000 
8271,2,50,60,NaN,decomand,1,Etaj 1 / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,1,1,44.3785189,26.0157913,Haliu,40.000 
8272,2,50,NaN,60,decomand,1,Etaj 2 / 5,NaN,1,2020,caramida,bloc de apartamente,D+P+5E,NaN,NaN,1,44.436122,25.9873808,Militari,41.500 
8273,2,60,NaN,75,decomand,1,Etaj 3 / 6,1,1,2019,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4343008,25.9963559,Militari,71.500 
8274,1,42,42,46,decomand,1,Etaj 1 / 10,1,1,1977,beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),44.4643347,26.1270883,Tei,51.500 
8275,3,78,NaN,"91,58 ",decomand,1,Etaj 2 / 5,NaN,2,2021 (in constructie),caramida,bloc de apartamente,S+P+5E,1,1,NaN,44.4843822,26.0893486,Herăstrău,180.300 
8276,2,56,NaN,65,semidecomand,1,Etaj 4 / 10,NaN,1,1984,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4566889,26.0626956,Turda,84.900 
8277,2,68,NaN,78,decomand,lux,Etaj 2 / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.3807472,26.1326564,Berceni,69.900 
8278,1,42,NaN,50,decomand,1,Etaj 2 / 5,1,1,2020,altele,bloc de apartamente,P+5E,NaN,NaN,1,44.3946841,26.1428702,Olteniţei,50.736 
8279,2,56,NaN,67,decomand,NaN,Etaj 4 / 4,NaN,1,1977,NaN,bloc de apartamente,P+4E,NaN,NaN,1,44.4831645,26.0900583,Aviaţiei,109.000 
8280,3,"145,25 ",NaN,"158,27 ",decomand,1,Etaj 9 / 11,1,2,2010,beton,bloc de apartamente,P+11E,NaN,NaN,2,44.44531,26.067289,Plevnei,275.000 
8281,3,68,NaN,68,semidecomand,1,Etaj 4 / 8,1,2,1986,altele,bloc de apartamente,P+8E,NaN,1,1,44.46481,26.14536,Colentina,84.900 
8282,3,67,NaN,67,decomand,1,Etaj 3 / 4,NaN,1,1978,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.40897,26.07168,Rahova,72.000 
8283,2,42,50,62,semidecomand,1,Etaj 4,1,1,2022 (in constructie),beton,bloc de apartamente,NaN,NaN,1,1,44.5348736,26.0958526,Băneasa,77.016 
8284,3,60,NaN,70,semidecomand,1,Etaj 4 / 4,1,1,Între 1941 şi 1977,beton,bloc de apartamente,P+4E,NaN,NaN,1 (închise),44.4192642,26.0275903,Drumul Taberei,68.000 
8285,2,36,NaN,"42,6 ",semidecomand,1,Parter / 5,NaN,1,2020,caramida,bloc de apartamente,D+P+5E,NaN,NaN,1,44.4379821,25.9873179,Militari,33.000 
8286,4,92,99,109,decomand,1,Etaj 7 / 8,1,2,1992,beton,bloc de apartamente,S+P+8E,NaN,1,2 (închise),44.4299784,26.1068912,P-ţa Unirii,178.000 
8287,3,70,NaN,85,decomand,1,Parter / 2,1,2,2019,beton,bloc de apartamente,S+P+2E+M,NaN,NaN,1,44.4941513,26.0391525,Bucureştii Noi,125.000 
8288,4,149,NaN,156,decomand,1,Parter / 5,1,3,2017,beton,bloc de apartamente,P+5E,NaN,2,NaN,44.485305,26.1041708,Aviaţiei,345.000 
8289,4,119,NaN,138,decomand,lux,Etaj 1 / 4,1,3,2020,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4422152,26.1061381,Dacia,209.000 
8290,2,64,NaN,NaN,decomand,1,Etaj 6 / 8,NaN,NaN,Între 1990 şi 2000,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,44.4203224,26.063694,13 Septembrie,95.000 
8291,1,36,NaN,"43,2 ",semidecomand,1,Etaj 6 / 10,1,1,1968,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.434512,26.0268977,Lujerului,50.000 
8292,2,53,NaN,NaN,NaN,lux,Etaj 3 / 3,1,1,2020,NaN,bloc de apartamente,P+3E,NaN,NaN,1,44.4597153,26.061402,Domenii,135.000 
8293,2,84,84,NaN,NaN,lux,Etaj 1 / 2,1,1,2020,beton,bloc de apartamente,P+2E,NaN,NaN,1,44.4518512,26.0526813,Crângaşi,95.000 
8294,2,49,NaN,60,semidecomand,1,Etaj 3 / 8,1,1,1986,beton,bloc de apartamente,P+8E,NaN,NaN,2,44.411368,26.115301,Timpuri Noi,91.500 
8295,2,48,NaN,48,semidecomand,1,Etaj 7 / 8,1,1,1965,NaN,bloc de apartamente,P+8E,NaN,NaN,1,44.4199366,26.1033623,Tineretului,77.500 
8296,2,71,NaN,81,decomand,lux,Etaj 3 / 8,1,1,2020,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4307911,26.1291513,Decebal,113.844 
8297,2,71,NaN,81,decomand,lux,Etaj 3 / 8,1,1,2020,beton,bloc de apartamente,P+8E,NaN,NaN,1,44.4307911,26.1291513,Decebal,113.844 
8298,2,60,72,76,decomand,1,Etaj 3 / 3,1,1,2017,NaN,bloc de apartamente,P+3E,NaN,1,1,44.4080195,26.0067833,Prelungirea Ghencea,51.000 
8299,2,54,54,65,decomand,1,Etaj 1 / 7,1,1,1965,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4145726,26.0980083,Tineretului,79.990 
8300,2,"37,04 ",NaN,NaN,NaN,2,Etaj 4 / 4,1,1,NaN,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.3957295,26.0697312,Sălaj,37.000 
8301,3,85,85,NaN,decomand,1,Etaj 2 / 3,1,1,1960,beton,bloc de apartamente,P+3E,NaN,NaN,1 (închise),44.4377335,26.1382569,Vatra Luminoasă,128.000 
8302,3,67,NaN,80,decomand,1,Etaj 3 / 11,1,2,1982,NaN,bloc de apartamente,P+11E,NaN,NaN,1,44.4522388,26.0753978,Titulescu,145.000 
8303,2,43,43,52,decomand,1,Etaj 2 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,1,1,44.4097727,26.1964547,Theodor Pallady,50.500 
8304,3,63,NaN,80,decomand,1,Etaj 6 / 14,1,1,1980,NaN,bloc de apartamente,P+14E,NaN,NaN,1,44.4517258,26.0828448,Titulescu,129.900 
8305,2,50,NaN,55,semidecomand,lux,Etaj 4 / 9,1,1,2018,altele,bloc de apartamente,P+9E,NaN,NaN,1,44.4411761,26.057151,Grozavesti,96.000 
8306,3,81,NaN,"95,7 ",decomand,lux,Etaj 5 / 5,1,2,2020,beton,bloc de apartamente,S+P+5E,NaN,1,1,44.4647478,26.0361535,Giuleşti,92.500 
8307,4,80,NaN,82,decomand,1,Etaj 4 / 4,1,2,1969,beton,bloc de apartamente,P+4E,NaN,1,1 (închise),44.4218173,26.1677302,Titan,118.000 
8308,4,147,NaN,170,NaN,lux,Etaj 3 / 3,1,2,2020,NaN,bloc de apartamente,P+3E,NaN,NaN,1,44.494485,26.1338506,Pipera,229.999 
8309,2,50,62,70,semidecomand,1,Etaj 1 / 8,1,1,1968,beton,bloc de apartamente,P+8E,NaN,NaN,1 (închise),44.3880975,26.1132401,Brâncoveanu,68.000 
8310,2,51,51,57,semidecomand,1,Etaj 1 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,65,1,44.3673017,26.1441609,Berceni,44.700 
8311,2,"49,14 ",NaN,58,decomand,1,Etaj 4 / 4,1,1,1986,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,44.411752,26.115785,Timpuri Noi,82.000 
8312,3,"91,6 ",NaN,105,decomand,lux,Etaj 2 / 6,1,2,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1 (închise),44.3759489,26.1100258,Brâncoveanu,109.000 
8313,3,104,149,167,decomand,1,Parter / 8,1,2,2011,beton,bloc de apartamente,P+8E,NaN,1,1,44.5307118,26.1430842,Pipera,136.800 
8314,3,77,77,83,decomand,1,Etaj 1 / 3,1,2,2020,beton,bloc de apartamente,P+3E,NaN,1 - Inclus în preț,1,44.379934,26.1909842,Sud,69.900 
8315,1,40,40,52,decomand,1,Etaj 2 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3782434,26.1407007,Apărătorii Patriei,48.300 
8316,3,71,NaN,"85,2 ",decomand,1,Etaj 1 / 3,1,1,2013,NaN,bloc de apartamente,P+3E,NaN,1,1,44.450206,25.9833384,NaN,82.000 
8317,4,"130,95 ",NaN,170,decomand,1,Etaj 4 / 5,1,2,2008,NaN,bloc de apartamente,D+P+5E,1,1,NaN,44.4824915,26.0898067,Şoseaua Nordului,279.000 
8318,3,74,74,88,decomand,1,Etaj 3 / 5,1,2,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3838752,26.1383003,Apărătorii Patriei,93.000 
8319,3,79,85,100,decomand,1,Etaj 2 / 8,1,2,1998,beton,bloc de apartamente,S+P+8E,NaN,NaN,3,44.4205289,26.1160973,Unirii,155.000 
